Site_Year,inOSR,NRNAME_real,NSRNAME_real,LUF_NAME_real,UrbanIndustrial,UrbanResidence,RuralResidentialIndustrial,IndustrialSiteRural,WindGenerationFacility,OtherDisturbedVegetation,MineSite,PeatMine,WellSite,Pipeline,TransmissionLine,SeismicLineNarrow,SeismicLineWide,RoadHardSurface,RailHardSurface,RoadTrailVegetated,RoadVegetatedVerge,RailVegetatedVerge,CultivationCrop,CultivationAbandoned,CultivationRoughPasture,CultivationTamePasture,HighDensityLivestockOperation,BorrowpitsDugoutsSumps,MunicipalWaterSewage,Reservoirs,Canals,ForestHarvest
W152_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1532_2012,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134711,0,0,0,0,0.038825069,0,0,0,0,0,0,0,0,0
W1533_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.013396672,0,0,0,0,0.000298943,0,0.012988156,0,0,0.770002381,0,0,0,0,0,0,0,0,0
W1534_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0.048358752,0,0,0,0,0,0,0,0,0,0,0.019596799,0,0.004130236,0,0,0.852468201,0,0,0,0,0,0,0,0,0
W1541_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.026449448,0,0,0,0,0.019721931,0,0.007832531,0,0,0,0,0,0,0,0,0,0,0,0
W1562_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002627882,0,0,0.712650898,0,0,0,0,0,0,0,0,0
W1563_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0.071485499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59901825,0,0,0,0.195009863,0,0,0,0,0
W1579_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165692788,0,0,0,0,0,0,0,0,0
W1580_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0.014507086,0,0,0,0,0,0.002079288,0,0,0.023579646,0,0,0,0,0,0,0,0,0,0,0,0
W1596_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029668338,0,0,0,0,0,0,0,0,0,0,0,0
W1597_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.001710214,0.036017366,0,0.020460676,0.06688462,0,0,0,0,0,0,0,0,0,0,0
W16_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1607_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.242646732,0,0,0,0,0,0,0,0,0,0,0.00417293,0,0.013626275,0,0,0.66139584,0,0,0,0.055978645,0.002730435,0,0,0,0
W1608_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0.042578824,0,0,0.025579509,0,0,0,0,0,0,0,0,0,0,0,0,0.143883925,0,0
W1609_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.007435654,0,0,0,0,0,0,0,0,0,0,0.02022439,0,0,0,0,0.570149295,0,0,0,0,0,0,0,0,0
W1624_2012,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0.147612871,0,0,0,0,0,0,0,0,0,0,0.02077154,0,0.012545004,0,0,0,0,0.621670956,0,0.148636815,0.01309877,0,0,0,0
W1625_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.020492559,0.003464598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1626_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.07725449,0.038519597,0,0,0,0,0,0,0,0,0,0,0,0.009469209,0,0,0.669501335,0,0,0,0.181095394,0.012256922,0,0,0,0
W1641_2012,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1642_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.12960739,0,0,0,0,0,0,0,0,0,0,0,0,0.010043257,0,0,0.593753897,0,0,0,0,0,0,0,0,0
W1643_2012,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.006430476,0,0,0,0,0,0.021453257,0,0,0,0,0.003700261,0,0,0.021703643,0
W17_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W18_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W302_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W36_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W37_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W5_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W6_2012,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W735_2012,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0.02435264,0,0,0,0.028782992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042267225
W736_2012,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0.01368793,0,0,0,0.030797543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1413-1_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0.002161957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1431-1_2013,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001257478,0,0,0.003035764,0,0.061529867,0,0,0,0,0,0,0,0,0
OGW-ABMI-1438-1_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001902491,0,0,0.033155495,0,0,0,0,0,0,0,0,0
OGW-ABMI-1538-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1545-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,3.67E-05,0.06641278,0,0,0,0,0,0.020007993,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1553-1_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1558-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.009095391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1572-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0.016915814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1575-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.010327001,0,0,0,0.001708529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1580-1_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018079416,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1594-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004002893,0,0,0.220310085,0,0,0,0,0.000325846,0,0,0,0
OGW-ABMI-1602-1_2013,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.011613704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OGW-ABMI-1614-1_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.015620463,0,0,0,0,0,0,0,0,0,0,0.001282655,0,0,0,0
OGW-ABMI-1640-2_2013,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263976829,0,0,0,0,0,0,0
OGW-ABMI-1649-1_2013,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026884076,0,0,0,0,0,0,0
W19_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W20_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W38_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W39_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W7_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W723_2013,TRUE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.018179385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W8_2013,TRUE,Canadian Shield,Kazan Uplands,Lower Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1278_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0.056200064,0,0,0,0,0,0,0.025566243,0.030617288,0,0,0.013669358,0,0.010295557,0.024716623,0,0.510806127,0,0,0,0,0.003179428,0,0,0,0
W1279_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0.00491343,0,0,0.026183078,0,0,0.005844623,0.011489862,0.039635832,0,0,0.007710607,0.008498959,0.004249649,0.010926687,0,0.37507041,0,0,0,0,0.000834419,0,0,0,0
W1280_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740538481,0,0,0,0,0,0,0,0,0
W1281_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0.016449276,0,0,0,0.021026837,0,0,0.000863304,0,0,0.004480039,0,0,0.038408121,0,0,0,0,0.004424963,0,0,0,0
W1282_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.014272122,0,0,0,0,0.032985464,0,0.011550296,0.047231671,0,0.873641271,0,0,0,0,0,0,0,0,0
W1283_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.00571027,0.000402272,0,0.013983489,0.003057395,0,0.016543274,0,0,0,0,0,0,0,0,0
W1284_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.013892935,0.01422912,0,0,0,0,0,0.009838985,0,0,0,0,0,0,0,0.00515838,0,0,0,0
W1285_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01196353,0,0,0.894861309,0,0,0,0,0,0,0,0,0
W1306_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000566864,0,0,0.044336323,0,0,0,0,0,0,0,0.045501445,0
W1307_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184698754,0,0,0,0,0,0,0,0,0
W1308_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.000829809,0,0,0,0,0,0.772845846,0,0,0,0,0,0,0,0,0
W1309_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.044936597,0.005640742,0,0,0.001229356,0.005323244,0,0,0.009562288,0,0.715115694,0,0,0,0,0,0,0,0,0
W1310_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.017464588,0.000618954,0,0,0.002607429,0,0,0.023650846,0,0,0.533193009,0,0,0,0,0,0,0.008250423,0,0
W1311_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0.112716501,0,0,0,0,0,0,0,0,0,0.002490554,0,0,0.012979679,0,0,0.301072442,0,0,0,0,0,0,0,0,0
W1312_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0.058923405,0,0,0,0,0,0,0.036278422,0,0,0.005362261,0,0,0.011091187,0,0,0.256950241,0,0,0,0,0,0,0,0,0
W1313_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939599735,0,0,0,0,0,0,0,0,0
W1314_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022667427,0,0.016955591,0.040689527,0,0.041157512,0,0,0,0,0,0,0,0,0
W1335_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0.011721856,0,0,0,0,0,0,0,0,0.814390967,0,0,0,0,0,0,0,0,0
W1336_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0.036374544,0,0,0,0,0,0,0,0,0.421252854,0,0,0,0,0,0,0.010670994,0,0
W1337_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0.076835157,0,0,0,0,0,0.001940101,0,0,0,0,0.014176901,0,0.027707214,0.02546596,0,0.780131896,0,0,0,0,0.003293166,0,0,0,0
W1338_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0.009834105,0.020547861,0,0,0.004981198,0.000471758,0,0.012453366,0.001224178,0,0,0,0,0,0,0,0,0.002356139,0,0
W1339_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004862672,0,7.27E-05,0.00859105,0,0.500067408,0,0,0,0,0,0,0,0,0
W1340_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.147986915,0,0,0,0,0,0,0,0,0,0,0,0,0.032503354,0,0,0.507446006,0,0,0,0.037822353,0.004092446,0,0,0,0
W1341_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0.029435764,0,0,0.002426729,0,0,0,0,0,0.726845773,0,0,0,0,0,0,0,0,0
W1342_2013,FALSE,Grassland,Northern Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916063631,0,0,0,0,0,0,0,0,0
W1343_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.001938083,0,0,0,0,0,0.055910821,0,0,0,0,0,0,0,0,0
W1356_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0.012756657,0,0,0,0,0,0.003525699,0,0,0,0,0.017299854,0,0.013783058,0.031111815,0,0.642821137,0,0.122462104,0,0,0.005979196,0,0,0,0
W1357_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0.019489313,0,0,0,0,0,0,0,0,0,0,0.028721003,0,0.016162934,0.061384404,0,0.709686012,0,0,0,0.129722674,0,0,0,0,0
W1358_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0.000201834,0.018571738,0,0,0.0328929,0,0.754929668,0,0,0,0,0,0,0,0,0
W1381_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901745222,0,0,0,0,0,0,0,0,0
W1382_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0.009856109,0,0,0,0,0,0,0.033914364,0,0,0,0.035642067,0,0.006759818,0.050714442,0,0.623030481,0,0,0,0,0,0,0,0,0
W1383_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0.152444987,0,0,0,0,0,0,0,0,0,0,0,0,0.006046492,0,0,0.461289112,0,0,0,0.105890548,0,0,0,0,0
W1405_2013,FALSE,Parkland,Central Parkland,Red Deer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094808039,0,0,0,0,0,0,0
W1406_2013,FALSE,Grassland,Foothills Fescue,Red Deer,0,0,0,0,0,0,0,0,0,0.016917713,0,0,0,0.043632229,0,0,0.066927461,0,0.748987916,0,0,0,0,0.005604049,0,0,0,0
W1407_2013,FALSE,Grassland,Foothills Fescue,Red Deer,0,0,0,0,0,0,0,0,0.023884248,0.031919781,0,0,0.005232508,0.013205756,0,0.003191765,0.020820967,0,0.057882,0,0,0,0,0,0,0,0,0
W1420_2013,FALSE,Grassland,Dry Mixedgrass,Red Deer,0,0,0.019387192,0,0,0,0,0,0,0,0,0,0,0,0,0.004088717,0,0,0.668304072,0,0,0,0,0,0,0,0,0
W1458_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0.001412347,0,0,0,0,0,0.008723212,0,0,0,0,0,0,0.017930918,0,0,0.022366604,0,0.316127933,0,0,0.019676255,0,0,0.002451346,0
W1479_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.006137837,0,0,0,0,0.002209191,0,0.024006287,0.004695739,0,0.351157036,0,0.422751674,0,0,0.000577667,0,0,0.004010429,0
W1497_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.005749473,0,0,0,0,0.027566813,0,0.009071912,0.047945108,0,0.909666694,0,0,0,0,0,0,0,0,0
W1498_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.000884452,0,0,0,0,0.027775024,0,0.04694948,0.059417531,0,0.720278347,0,0.097872202,0,0,0,0,0,0.043955297,0
W1499_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.023548062,0.015741352,0,0,0,0,0.017845312,0.014402619,0.024920451,0,0.404582278,0,0,0,0,0,0,0,0,0
W1501_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0.009186306,0,0,0.00636216,0.002682221,0.036843046,0,0,0.056528862,0,0.012114642,0.082701785,0,0.706991794,0,0,0,0,0,0,0,0.009408803,0
W1502_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.01204383,0.103238867,0,0,0.001625501,0,0,0.063435748,0,0,0,0,0,0,0,0,0,0,0.003596478,0
W1516_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0.011104215,0,0,0,0,0.027988565,0.029010892,0,0,0.001480925,0,0,0.02179692,0,0,0,0,0,0,0,0,0,0,0,0
W1517_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.006302181,0,0,0,0.017589716,0,0,0.021995536,0,0,0,0,0,0,0,0,0,0,0,0
W1518_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0.773868788,0,0.003307231,0,0,0,0,0.012848061,0,0.043427417,0.02308668,0,0,0,0,0,0,0,0.017111508,0,0,0
W1521_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0.006638579,0.046412307,0,0,0,0,0,0.009061689,0,0,0,0,0,0,0,0,0,0.010091024,0.012867217,0
W1535_2013,FALSE,Grassland,Mixedgrass,South Saskatchewan,0,0,0.06085656,0,0,0,0,0,0.01563675,0,0,0,0,0.014272863,0,0.006918484,0.025632471,0,0.862428357,0,0,0,0,0,0,0,0,0
W1536_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.003489396,0,0,0,0,0,0.954720474,0,0,0,0,0,0,0,0,0
W1537_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.00062785,0,0,0.028577309,0,0,0,0,0,0,0,0,0,0,0,0
W1540_2013,FALSE,Grassland,Dry Mixedgrass,South Saskatchewan,0,0,0,0,0,0.02851743,0,0,0.024724343,0.042336951,0,0,0.006585214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W835_2013,FALSE,Parkland,Peace River Parkland,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.009900466,0,0,0.002777784,0,0,0,0,0,0,0,0,0,0,0,0
W834_2013,FALSE,Parkland,Peace River Parkland,Upper Peace,0,0,0.120183261,0.245269323,0,0.048463851,0,0,0,0,0,0,0,0.010874014,0,0.002745207,0.014113583,0,0.468580849,0,0,0,0,0,0,0.001028104,0.004248035,0
W802_2013,FALSE,Foothills,Lower Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.006594053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1110_2013,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0.010792487,0,0,0.005854052,0,0,0,0.014383173,0.002663276,0,0.010701889,0.025780146,0,0.003373815,0.05442939,0,0.466362201,0,0.030434515,0,0,0.005578031,0,0,0,0
W842_2013,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.020072226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1491_2009,FALSE,Rocky Mountain,Montane,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693769072,0,0,0,0,0,0,0.069650778,0,0
W1512_2009,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0,0.021093027,0,0.958240912,0,0,0,0,0,0,0,0.004483605,0,0,0,0,0.002791375,0,0,0,0,0,0,0,0,0
W1529_2009,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0.004763009,0,0,0,0,0,0,0,0,0,0.015712536,0,0,0.01380291,0,0,0.151140734,0,0,0,0,0,0,0,0,0
W1530_2009,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.00282612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W151_2010,TRUE,Canadian Shield,Kazan Uplands,Lower Peace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W941_2010,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.006082196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567217337
W1036_2010,FALSE,Foothills,Upper Foothills,Upper Peace,0,0,0,0,0,0,0,0,0,0,0,0,0.005953901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1142_2010,FALSE,Foothills,Lower Foothills,Upper Athabasca,0,0,0,0,0,0,0,0,0,0,0,0,0.035865557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436158
W1207_2010,FALSE,Foothills,Lower Foothills,North Saskatchewan,0,0,0,0,0,0,0,0,0,0.005309319,0,0,0.009603512,0.034211631,0,0,0.049725815,0,0,0,0,0,0,0,0,0,0,0.204316523
W1238_2010,FALSE,Foothills,Lower Foothills,North Saskatchewan,0,0,0,0,0,0,0,0,0.000784157,0,0,0,0.002730028,0,0,0.001246176,0,0,0,0,0,0,0,0,0,0,0,0
W1239_2010,FALSE,Foothills,Lower Foothills,North Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.005782101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141557482
W1428_2010,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.017105795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1429_2010,FALSE,Parkland,Central Parkland,South Saskatchewan,0,0,9.62E-05,0,0,0,0,0,0.003690136,0,0,0,0.009690911,0,0,0.025314203,0,0,0.172760155,0,0,0,0.037748418,0,0,0.008182913,0,0
W1430_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0.009894699,0,0,0,0.023858579,0,0,0.033997373,0,0.667387685,0,0,0,0,0,0,0.030029323,0,0
W1450_2010,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0,0,0,0,0,0,0,0.015186172,0,0,0,0.001412366,0.018121758,0,0,0.032433533,0,0,0,0,0,0,0,0,0.038201923,0,0
W1451_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0.024374365,0,0,0,0,0,0,0,0,0,0,0.030913641,0,0.002193444,0.041242065,0,0.825133527,0,0,0,0,0,0,0,0,0
W1452_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0.019226272,0,0,0.034664907,0,0,0.047396461,0,0.565095779,0,0,0,0.078656688,0,0,0,0,0
W1472_2010,FALSE,Parkland,Foothills Parkland,South Saskatchewan,0,0.246868571,0,0,0,0,0,0,0,0,0,0,0,0.108897449,0,0,0.015710752,0,0,0,0,0,0,0,0,0,0,0
W1473_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0.303343972,0,0,0.002304206,0,0,0,0,0,0,0,0.04086492,0,0.050236064,0.055403308,0,0.315535673,0,0,0,0,0,0,0,0,0
W1640_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696805244,0,0,0,0,0,0,0,0,0
W1651_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0.04297842,0,0,0,0,0,0,0,0,0,0,0.026122257,0,0.01851854,0.03690661,0,0.672132156,0,0,0,0,0,0,0,0,0
W1652_2010,FALSE,Grassland,Foothills Fescue,South Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0.000946659,0,0,0.019430859,0,0,0.069188741,0,0,0,0,0,0,0.006349506,0,0
